animalId,animalName,location,age,ageStatus,microchipId,species,breed1,breed2,sex,color1,color2,size,sterilized,vaccinated,houseTrained,registrationDate,shelterTenure,specialNeeds,goodWithDogs,goodWithCats,goodWithOther,goodWithChildren,fosterStatus
31301,Maru,shelter,7,young,u0eDv2Nw83ZvmJL,cat,Tabby,None,male,black,brown,large,no,yes,no,2019-04-02,29,no,no,no,yes,no,Available to foster
31302,Russel,home,2,baby,RCGmTpZZtTNzbsQ,dog,Mixed Breed,None,male,cream,None,medium,no,yes,yes,2019-03-07,55,no,yes,yes,yes,yes,Adopted
31303,Rottie,home,2,baby,ScPO1G5OefargAU,dog,Mixed Breed,None,male,black,None,medium,no,yes,yes,2019-02-06,84,no,no,no,yes,no,Adopted
31304,Bubble,home,3,baby,CZV4Am96WII9ioR,dog,Mixed Breed,None,male,brown,white,medium,yes,yes,yes,2019-02-24,66,no,no,no,yes,no,Adopted
31305,N0ty,foster home,3,baby,HkCe7zysPHjI83r,cat,Domestic Medium Hair,None,male,black,gray,medium,no,no,yes,2019-03-19,43,no,yes,yes,yes,no,Not available to foster
31306,Tuna,shelter,2,baby,bbvZyDI1XULR9sc,cat,Tabby,Domestic Short Hair,female,black,brown,medium,no,no,no,2019-03-15,47,no,yes,no,yes,no,Available to foster
31307,Tommy,shelter,1,baby,08jwavidYS75eoc,cat,Domestic Short Hair,None,male,yellow,white,medium,no,no,no,2019-03-23,39,no,no,no,yes,yes,Available to foster
31308,Happy,home,21,young,mXlVhbFNSXJNIt0,dog,American Staffordshire Terrier,Mixed Breed,female,brown,white,medium,yes,yes,no,2019-04-09,22,no,no,no,yes,yes,Adopted
31309,Karu,home,3,baby,mO8Ib5zhpVdIRHr,dog,Mixed Breed,None,female,brown,None,medium,no,yes,yes,2019-03-13,49,no,yes,yes,yes,yes,Adopted
31310,White Long Hair With Golden Streaks,foster home,8,young,zTxu2RcUzNN3Ocg,cat,Domestic Long Hair,None,female,golden,yellow,medium,no,no,no,2019-04-21,10,no,no,yes,yes,yes,Not available to foster
31311,Kitten RA12,home,1,baby,Y9hsnRI5L9C7dzc,cat,Domestic Short Hair,None,female,black,white,medium,no,no,yes,2019-02-07,83,no,yes,no,yes,no,Adopted
31312,Segapi,foster home,5,baby,wGgofnmurop3uCd,dog,Mixed Breed,None,female,black,None,medium,yes,yes,yes,2019-03-21,41,no,no,yes,yes,yes,Not available to foster
31313,Oreo,home,12,young,NdiCYrEQBFYD0cC,cat,Domestic Medium Hair,None,male,brown,white,medium,yes,yes,yes,2019-01-28,93,no,no,yes,yes,yes,Adopted
31314,Yimmy,home,7,young,2qAEFXFqb6bGRYJ,dog,Mixed Breed,None,male,brown,white,medium,no,yes,yes,2019-04-25,6,no,no,yes,no,yes,Adopted
31315,Angel,shelter,6,baby,n5h7VcLXfX1fyQL,dog,Mixed Breed,None,female,brown,white,medium,yes,yes,yes,2019-03-09,53,no,yes,yes,yes,yes,Available to foster
31316,Benjy,shelter,1,baby,5ifmoJJqkAsWcsF,dog,Mixed Breed,Mixed Breed,male,brown,None,medium,no,yes,no,2019-04-10,21,no,no,no,yes,yes,Available to foster
31317,No name,home,1,baby,TrnXgWhZhlpv802,dog,Mixed Breed,None,female,cream,white,small,no,no,yes,2019-01-31,90,no,yes,yes,yes,yes,Adopted
31318,Dot,foster home,3,baby,aDm6sGXMXzy6790,dog,Mixed Breed,None,male,brown,white,medium,no,no,no,2019-02-09,81,no,no,no,no,no,Not available to foster
31319,Z1,home,2,baby,XuoEppJBDg6W3Zc,dog,Mixed Breed,Mixed Breed,male,black,brown,medium,no,yes,no,2019-02-26,64,no,yes,yes,yes,yes,Adopted
31320,Runty,foster home,2,baby,kLKBPojhvXSvsjx,dog,Mixed Breed,None,male,black,brown,medium,no,yes,yes,2019-01-14,107,no,no,no,yes,yes,Not available to foster
31321,Mimo !,home,5,baby,maAIIZT5cKBnMh6,dog,Mixed Breed,None,female,brown,gray,medium,no,no,no,2019-02-01,89,no,no,yes,yes,no,Adopted
31322,Cutey,foster home,1,baby,uJchkQUWweq75Gr,cat,Domestic Short Hair,None,female,brown,golden,medium,no,no,yes,2019-01-15,106,no,no,no,yes,no,Not available to foster
31323,Peppi,foster home,2,baby,zQ3sjTdD2JNAr7s,dog,Mixed Breed,None,female,black,white,large,no,no,yes,2019-01-17,104,no,no,yes,yes,no,Not available to foster
31324,Browny,home,3,baby,P4enkz3AK1eCdJg,cat,Tabby,None,male,brown,None,medium,no,no,yes,2019-01-14,107,no,no,no,yes,no,Adopted
31325,ROTTIE,shelter,8,young,QlOV236WHG8g37Z,dog,Mixed Breed,Rottweiler,male,black,None,large,yes,yes,yes,2019-03-14,48,no,no,no,yes,yes,Available to foster
31326,Lucky Pup,home,2,baby,AQXGYHxdC0nY6IQ,dog,Mixed Breed,None,female,black,cream,medium,no,no,yes,2019-04-08,23,no,no,yes,yes,no,Adopted
31327,PF27678: Tammy,foster home,10,young,9zVaMzxVGd04nGg,cat,Domestic Medium Hair,Domestic Long Hair,female,black,brown,large,no,no,yes,2019-03-02,60,behavioral,yes,no,yes,no,Not available to foster
31328,4-Female,foster home,2,baby,E697Y0CsrkJEoZV,dog,Mixed Breed,Mixed Breed,female,brown,yellow,medium,no,yes,yes,2019-01-06,115,no,yes,yes,yes,no,Not available to foster
31329,Samantha,shelter,3,baby,a4USa09e0OzSI9y,dog,German Shepherd Dog,Mixed Breed,female,black,brown,medium,no,no,yes,2019-03-24,38,no,no,no,no,no,Pending
31330,Lucky,home,0,baby,yIZ8hDxIh9qMoit,cat,Domestic Short Hair,None,male,black,white,small,no,no,yes,2019-04-05,26,no,yes,no,yes,no,Adopted
31331,Oyen,home,4,baby,ncJBox2vnkblbsT,cat,Domestic Short Hair,None,female,yellow,white,medium,no,no,yes,2019-03-29,33,no,yes,yes,yes,no,Adopted
31332,Snowy,home,10,young,x5ACVYIqILLah5r,cat,Domestic Short Hair,Siamese,female,white,None,medium,no,no,no,2019-04-13,18,no,yes,yes,yes,no,Adopted
31333,HappyMama,shelter,36,adult,cePCOQrw8sCxsoW,dog,Mixed Breed,None,female,black,white,large,yes,yes,yes,2019-02-05,85,no,yes,no,yes,yes,Available to foster
31334,Tig-ger,foster home,60,adult,2ZXsa2N6JdvUHsA,dog,Rottweiler,None,male,black,brown,large,yes,yes,no,2019-01-15,106,no,yes,yes,yes,no,Not available to foster
31335,Pretty Lady,shelter,24,young,mvd7Kw6KFVahyMw,dog,Mixed Breed,None,female,brown,cream,medium,yes,no,yes,2019-04-25,6,no,no,no,yes,yes,Available to foster
31336,Comedy-White Mongrel/Female/Adult,home,24,young,8uuF5uLCIpJ4qSe,dog,Mixed Breed,Mixed Breed,female,white,None,large,no,yes,yes,2019-01-11,110,no,yes,yes,yes,no,Adopted
31337,No name,shelter,1,baby,mq9bxwWvtuFUjyk,dog,Mixed Breed,None,female,black,brown,medium,no,no,yes,2019-01-09,112,no,no,yes,yes,yes,Available to foster
31338,Whittie,shelter,1,baby,ccHySRUJwtKyHR6,dog,Mixed Breed,None,female,golden,cream,medium,no,no,yes,2019-04-03,28,no,no,yes,yes,no,Available to foster
31339,Lily,shelter,12,young,F9kweE4QrMtOhjI,dog,Mixed Breed,None,female,black,brown,small,no,no,yes,2019-01-12,109,no,yes,yes,yes,yes,Pending
31340,Dashy,home,10,young,N5oaobFwxfSBt9e,dog,Jack Russell Terrier,Jack Russell Terrier (Parson Russell Terrier),male,brown,white,medium,no,yes,no,2019-04-10,21,no,yes,no,yes,no,Adopted
31341,Twinkle,shelter,1,baby,alUs1es6wHRb6HB,cat,Oriental Long Hair,None,female,black,brown,medium,no,no,yes,2019-02-28,62,no,no,yes,yes,no,Pending
31342,Wo Wo,shelter,4,baby,5chqVRuTmmtwhBf,dog,Mixed Breed,None,male,brown,None,large,no,yes,yes,2019-01-26,95,no,yes,yes,yes,no,Available to foster
31343,Pixie,home,2,baby,zZhmXOY9Tvep3GI,dog,Mixed Breed,None,female,black,brown,small,no,no,yes,2019-02-15,75,no,no,no,yes,yes,Adopted
31344,Ember,home,5,baby,G5xwh9ddqyvlb0g,dog,Mixed Breed,None,female,black,None,medium,no,no,yes,2019-01-06,115,no,no,no,yes,yes,Adopted
31345,Handsome Boy For Adoption,shelter,2,baby,MFOY8Hp0jRkqoeX,cat,Domestic Short Hair,None,male,golden,white,medium,no,no,yes,2019-04-26,5,no,yes,yes,yes,yes,Pending
31346,F2,shelter,1,baby,P5ejxEmGHr7WrVg,dog,Mixed Breed,Mixed Breed,male,black,brown,medium,no,no,yes,2019-01-06,115,no,yes,yes,yes,yes,Pending
31347,All Black,foster home,3,baby,2DLR4IxnNOEsiTL,cat,Domestic Short Hair,Domestic Short Hair,male,black,None,medium,no,no,yes,2019-01-08,113,no,no,no,yes,yes,Not available to foster
31348,Momo,home,1,baby,f2VhzoKbATqkKra,cat,Domestic Short Hair,None,female,black,brown,medium,no,no,yes,2019-02-27,63,no,no,no,yes,no,Adopted
31349,Max,foster home,15,young,sFDZQ9Hb5x1wIQh,dog,Doberman Pinscher,Mixed Breed,male,black,brown,medium,yes,yes,no,2019-03-29,33,no,no,no,yes,no,Not available to foster
31350,Brownie,shelter,2,baby,9JbET10M0WJrBb6,dog,Mixed Breed,None,male,black,brown,medium,yes,no,yes,2019-01-21,100,no,yes,no,no,yes,Available to foster
31351,Langgam,home,13,young,Qn0bZCB2nU8ltdS,cat,Domestic Short Hair,Maine Coon,male,gray,None,large,no,no,yes,2019-03-27,35,no,yes,yes,yes,yes,Adopted
31352,Cheeky,foster home,2,baby,tOY8X281WkCb3Xe,dog,Mixed Breed,None,male,brown,None,medium,no,no,yes,2019-01-29,92,no,no,yes,yes,no,Not available to foster
31353,No name,foster home,2,baby,ZKwbRkChvhbZUfC,cat,Domestic Short Hair,None,male,gray,None,medium,no,no,yes,2019-02-28,62,no,yes,no,yes,no,Not available to foster
31354,Minnie,shelter,1,baby,0shbw3gvsR9wMC9,dog,Mixed Breed,None,female,black,brown,medium,no,no,yes,2019-02-01,89,no,yes,yes,yes,no,Available to foster
31355,Pets + Strays: BlueEyesWhiteGinger,shelter,1,baby,BmdNKhz9toBr1wy,cat,Domestic Short Hair,None,male,brown,yellow,medium,no,no,no,2019-03-26,36,no,yes,yes,yes,no,Pending
31356,Runner,foster home,12,young,DvWgxxNFwqj2XQ2,dog,Shih Tzu,None,male,black,brown,small,no,no,yes,2019-04-07,24,no,yes,yes,yes,no,Not available to foster
31357,Handsome Lucky,shelter,7,young,1jLzrXesbaTPGuU,cat,Domestic Long Hair,Domestic Medium Hair,male,cream,None,medium,no,no,yes,2019-04-02,29,no,yes,no,yes,no,Available to foster
31358,Gizmo,home,36,adult,YrA04IA32LznbN6,cat,Domestic Long Hair,None,female,black,brown,medium,yes,no,yes,2019-02-02,88,no,yes,yes,yes,yes,Adopted
31359,Peaches,home,2,baby,RMB5MKdL8snQId6,cat,Domestic Short Hair,None,female,white,None,medium,no,yes,yes,2019-02-17,73,no,no,no,yes,yes,Adopted
31360,Golden And Ginger,foster home,7,young,pQctr14s4dYrwf7,dog,Labrador Retriever,Mixed Breed,female,brown,None,medium,yes,yes,yes,2019-04-12,19,no,no,yes,yes,yes,Not available to foster
31361,Snowy,foster home,2,baby,ZeEm0jmOyP5CDru,dog,Mixed Breed,None,female,white,None,medium,no,no,yes,2019-01-09,112,no,no,no,yes,no,Not available to foster
31362,Bambam,foster home,2,baby,5mJUoGAF63ZLHp8,dog,Mixed Breed,None,female,brown,None,medium,no,yes,no,2019-04-12,19,no,no,no,yes,no,Not available to foster
31363,Princess Lulu,home,3,baby,BDYmSSUGpwgMRxy,cat,Domestic Long Hair,None,female,black,yellow,medium,no,yes,yes,2019-04-04,27,no,no,no,yes,yes,Adopted
31364,Lorax,home,3,baby,d2APOxtzw6lX7cH,cat,Domestic Short Hair,None,male,yellow,white,small,no,no,yes,2019-03-29,33,no,no,no,yes,no,Adopted
31365,Tootie,home,5,baby,q0zkmMjzid7gWbX,dog,Labrador Retriever,Mixed Breed,male,cream,None,medium,no,yes,yes,2019-01-26,95,no,no,no,yes,yes,Adopted
31366,Ah Boy,foster home,6,baby,MTQZBwpVFTs2zOa,dog,Mixed Breed,None,male,black,None,medium,no,yes,yes,2019-01-02,119,no,yes,no,no,no,Not available to foster
31367,Jack,foster home,2,baby,ZVLZlCpyfhGrmfW,dog,Mixed Breed,None,male,black,brown,medium,no,yes,yes,2019-02-10,80,no,no,yes,no,yes,Not available to foster
31368,Boots,home,2,baby,oBvEtmm4apa7Moa,cat,Domestic Medium Hair,None,male,golden,None,medium,no,no,yes,2019-01-19,102,no,yes,yes,no,yes,Adopted
31369,CICI,shelter,51,adult,23n53007h12cpo5,dog,Poodle,Shih Tzu,female,black,None,small,no,yes,yes,2019-01-13,108,no,no,no,no,no,Available to foster
31370,Nacho,home,8,young,9qu3Y1p4YAZJaAI,cat,Egyptian Mau,Egyptian Mau,male,black,gray,medium,no,yes,yes,2019-02-12,78,no,no,no,yes,yes,Adopted
31371,Callie,shelter,36,adult,zFXr3DnBJmyZizo,cat,Calico,None,female,black,yellow,small,yes,yes,yes,2019-03-04,58,medical,yes,no,yes,yes,Available to foster
31372,Duff,shelter,2,baby,4tpZmHQgFFCua3V,dog,Labrador Retriever,Mixed Breed,male,black,None,medium,no,yes,yes,2019-01-16,105,no,no,no,yes,yes,Available to foster
31373,P68(031016),home,9,young,Dhr2HetAZj1oPPg,dog,Mixed Breed,German Pinscher,female,black,None,small,yes,yes,no,2019-01-05,116,no,yes,yes,yes,no,Adopted
31374,Benli,foster home,2,baby,UvUB4TcLYCT3W1Z,dog,Mixed Breed,None,male,black,brown,medium,no,yes,yes,2019-03-24,38,no,yes,no,yes,yes,Not available to foster
31375,Goli,home,4,baby,Iq06xbrzDsTrdQV,dog,Golden Retriever,Mixed Breed,male,cream,white,large,no,yes,yes,2019-01-23,98,no,yes,yes,yes,no,Adopted
31376,Scott,home,120,senior,meYKz9RJXcM3JN2,dog,Miniature Pinscher,None,male,black,brown,small,no,yes,no,2019-01-15,106,no,no,no,yes,no,Adopted
31377,AB3,home,2,baby,iQWXhsDZ6LX20JE,dog,Mixed Breed,Mixed Breed,female,cream,None,medium,no,no,yes,2019-01-07,114,no,no,no,yes,no,Adopted
31378,No name,foster home,12,young,YtpR2LyOe2GVOPV,cat,Domestic Short Hair,None,female,cream,gray,small,yes,yes,yes,2019-03-23,39,no,no,no,yes,yes,Not available to foster
31379,Chester Boy,shelter,11,young,tzFF85G43p1Sef3,dog,Mixed Breed,None,male,brown,white,medium,yes,yes,no,2019-03-23,39,no,yes,no,yes,yes,Available to foster
31380,Kitten RA5,home,1,baby,A8ccy6s4YD3hrUZ,cat,Domestic Short Hair,None,female,black,yellow,medium,no,no,yes,2019-02-02,88,no,yes,no,yes,no,Adopted
31381,Bailey,foster home,84,senior,Q1QqUNk9zFMXqLl,dog,Cavalier King Charles Spaniel,None,male,brown,golden,medium,yes,yes,yes,2019-02-02,88,no,yes,yes,yes,no,Not available to foster
31382,Perdita @ Perdy,foster home,1,baby,i14lp3KSfMkioqd,dog,Mixed Breed,None,female,black,white,medium,no,no,no,2019-01-02,119,no,yes,yes,no,yes,Not available to foster
31383,Nivea,home,24,young,Wyh7sENTDqRsfvq,dog,Silky Terrier,None,female,black,brown,small,yes,yes,yes,2019-02-25,65,no,no,no,yes,no,Adopted
31384,Shih Tzu,foster home,24,young,jkZdcBdnd26GFH2,dog,Shih Tzu,None,male,brown,white,small,no,yes,yes,2019-01-12,109,no,yes,no,yes,yes,Not available to foster
31385,Lemonade,home,2,baby,YlnFrue2TRbHW4B,dog,Mixed Breed,None,male,cream,None,medium,no,no,yes,2019-03-15,47,no,no,yes,yes,no,Adopted
31386,MACHO,shelter,4,baby,FjQ9LGWzsUp7tNj,dog,Mixed Breed,None,male,brown,cream,large,no,no,yes,2019-02-22,68,no,no,no,yes,no,Available to foster
31387,Butter,shelter,36,adult,CqEkODXwLZ2PwYf,cat,Domestic Short Hair,None,female,cream,gray,medium,yes,no,yes,2019-02-19,71,no,yes,yes,no,no,Available to foster
31388,Ben,shelter,12,young,ojz0GReRMgPixq3,dog,Mixed Breed,None,male,brown,yellow,medium,no,no,yes,2019-04-03,28,no,yes,yes,yes,yes,Pending
31389,PEARL,home,1,baby,gJ2ERPGGQciM1W2,dog,Mixed Breed,None,female,cream,None,medium,no,no,yes,2019-03-16,46,no,yes,no,yes,no,Adopted
31390,Sky,home,5,baby,1IeE1i2oImXBggW,cat,Domestic Short Hair,Tabby,female,brown,golden,small,no,yes,yes,2019-03-12,50,no,yes,no,yes,no,Adopted
31391,Oyen,home,8,young,JE5hWwnw8nfsDlv,cat,Bengal,None,male,golden,None,medium,no,no,no,2019-04-03,28,no,no,no,yes,yes,Adopted
31392,Autumn Girl,shelter,2,baby,de8UrJInQzUtfCc,dog,Mixed Breed,None,female,brown,cream,medium,no,yes,yes,2019-04-18,13,no,yes,yes,yes,yes,Available to foster
31393,PUTIH(booked),home,1,baby,B6t4rzakE2uJ3RT,cat,Domestic Short Hair,None,male,cream,white,small,no,no,yes,2019-02-08,82,no,no,no,yes,no,Adopted
31394,Mago,shelter,6,baby,rkVa5qWaCm24vkQ,cat,Domestic Short Hair,None,male,white,None,medium,no,no,yes,2019-04-28,3,no,no,yes,yes,yes,Available to foster
31395,Kyra,home,27,adult,l23uYhVU3v1ALDI,cat,Domestic Short Hair,None,female,black,gray,medium,yes,yes,yes,2019-01-05,116,no,no,no,yes,no,Adopted
31396,Happy Puppy 5,home,5,baby,s00PIktStPBB7sZ,dog,Mixed Breed,None,male,black,None,medium,no,yes,yes,2019-01-10,111,no,yes,no,yes,yes,Adopted
31397,Kitty 5,home,2,baby,W7lXcSasZAWDOrw,cat,Domestic Short Hair,None,male,yellow,white,medium,no,no,yes,2019-04-30,1,no,yes,yes,yes,yes,Adopted
31398,Tuty,home,2,baby,i9urLmaxJzJKU9X,cat,Domestic Short Hair,None,female,black,white,small,no,no,yes,2019-02-11,79,no,no,yes,yes,no,Adopted
31399,Dak KunyiT,home,2,baby,RnM3SCUwJokrA3I,cat,Domestic Medium Hair,None,female,black,None,small,no,no,yes,2019-03-10,52,no,no,yes,yes,yes,Adopted
31400,Blackie,home,8,young,KPid8cagS8qsktd,dog,Mixed Breed,Mixed Breed,female,brown,None,medium,yes,no,yes,2019-03-10,52,no,yes,no,no,no,Adopted
31401,Bowee,home,108,senior,mcXFp3VYOpuK597,cat,Domestic Short Hair,None,female,black,white,medium,yes,yes,yes,2019-04-06,25,no,no,yes,yes,yes,Adopted
31402,Grace,home,1,baby,F7Uty4asSbFF7Bq,dog,Mixed Breed,None,female,black,brown,medium,no,no,yes,2019-04-09,22,no,no,yes,yes,yes,Adopted
31403,Hot Cakes,home,3,baby,L4i3jbDi6Y6idw6,dog,Mixed Breed,None,female,black,white,medium,no,yes,yes,2019-03-10,52,no,yes,yes,yes,yes,Adopted
31404,Happy Boy,shelter,12,young,ltDji5as1NzB6jl,dog,Mixed Breed,None,male,black,brown,large,no,no,yes,2019-03-03,59,no,no,yes,yes,no,Available to foster
31405,Max,home,1,baby,QBANjrOTK03Eyl1,dog,Mixed Breed,None,female,brown,None,medium,no,yes,yes,2019-03-02,60,no,no,no,yes,yes,Adopted
31406,No name,shelter,4,baby,SAI7FHcGII0lmAG,dog,Mixed Breed,None,female,cream,None,medium,no,no,yes,2019-02-02,88,no,yes,no,yes,yes,Available to foster
31407,Peppa,shelter,12,young,6ylIibAMRDfWHGj,cat,Domestic Short Hair,Tortoiseshell,female,black,brown,small,yes,yes,no,2019-01-01,120,no,yes,no,yes,yes,Available to foster
31408,Bertie,foster home,2,baby,IgsXfH4CcyuZbvn,dog,Labrador Retriever,Mixed Breed,male,golden,white,medium,no,no,yes,2019-02-16,74,no,no,yes,no,yes,Not available to foster
31409,May,shelter,2,baby,FM32iebcX3zHPiC,dog,Mixed Breed,None,female,black,brown,medium,no,no,yes,2019-02-10,80,no,no,yes,no,no,Pending
31410,â¨ PARIS â¨,home,1,baby,lsyHTGgNNibBtTy,cat,Domestic Short Hair,None,female,golden,gray,medium,yes,yes,no,2019-03-29,33,no,no,no,yes,yes,Adopted
31411,Ivy Quinn,shelter,2,baby,0UreP5UdwS9TyEZ,cat,Persian,Domestic Long Hair,female,gray,white,medium,no,no,yes,2019-02-22,68,no,no,no,yes,no,Available to foster
31412,Dash,shelter,36,adult,rDHT02oUR9TXgFT,dog,Mixed Breed,None,male,brown,white,medium,yes,yes,yes,2019-04-16,15,no,no,no,yes,no,Pending
31413,Dino,shelter,2,baby,xaWzqkhYZyzbxHz,cat,Domestic Short Hair,None,male,brown,white,medium,no,no,yes,2019-01-02,119,no,no,no,yes,yes,Available to foster
31414,Jing Jing,home,5,baby,5aITMbNNlxceTuu,cat,Tabby,Domestic Long Hair,male,yellow,white,medium,no,no,yes,2019-01-02,119,no,yes,no,yes,no,Adopted
31415,S618,home,4,baby,MlPJ7dCH9IZQQrT,dog,Mixed Breed,None,female,brown,None,large,no,yes,yes,2019-03-13,49,no,yes,yes,yes,yes,Adopted
31416,Momo,home,4,baby,RJ6ISNWjU6E5teY,cat,Tuxedo,None,male,black,brown,medium,no,no,yes,2019-02-15,75,no,yes,no,no,no,Adopted
31417,Sugar,foster home,24,young,g01zT6GhDk8AVNM,dog,Mixed Breed,None,female,cream,None,medium,yes,yes,yes,2019-02-21,69,no,no,no,yes,no,Not available to foster
31418,Dexter,shelter,6,baby,q79DdCqpWQ6xbEm,cat,Abyssinian,None,male,black,white,medium,no,no,yes,2019-02-05,85,no,no,yes,yes,no,Available to foster
31419,Odory,home,2,baby,nengXwwrN3e4EdW,dog,Mixed Breed,None,female,yellow,None,small,no,no,yes,2019-02-27,63,no,no,yes,yes,no,Adopted
31420,White Angel,home,1,baby,qBanDOlbpoVBssE,dog,Mixed Breed,None,male,white,None,medium,no,no,yes,2019-01-25,96,no,yes,yes,yes,no,Adopted
31421,Milo,foster home,1,baby,SA2Mn6vIDtsWgsT,dog,Australian Kelpie,Mixed Breed,male,brown,None,medium,no,no,yes,2019-01-09,112,no,no,no,yes,no,Not available to foster
31422,Berry,home,8,young,qBemBjlIFY2mdtO,cat,Tabby,None,female,golden,None,small,no,no,yes,2019-01-03,118,no,no,yes,yes,yes,Adopted
31423,å¤§åª,shelter,60,adult,KRT3PVVmMmKvHs4,dog,Mixed Breed,None,male,black,golden,medium,no,no,yes,2019-02-28,62,no,yes,no,yes,no,Pending
31424,Bumble B,foster home,7,young,wrFdubkxuRRshA9,cat,Domestic Long Hair,Domestic Short Hair,male,gray,white,medium,no,no,yes,2019-02-27,63,no,yes,yes,yes,no,Not available to foster
31425,Rose,home,1,baby,KL9bwQLGY3PsoF9,dog,Mixed Breed,None,female,black,None,medium,no,no,yes,2019-03-01,61,no,yes,no,yes,yes,Adopted
31426,Penny,foster home,2,baby,lDpjpuCx9FNeKtp,dog,Mixed Breed,None,female,brown,None,medium,no,no,yes,2019-04-02,29,no,yes,yes,yes,no,Not available to foster
31427,Bujji,home,96,senior,Ll0MJJVARLeXVjc,cat,Norwegian Forest Cat,None,male,white,None,large,no,yes,yes,2019-01-12,109,no,yes,yes,yes,no,Adopted
31428,Dot Dot,foster home,3,baby,DwZAiWsYOsh4Lok,cat,Domestic Short Hair,None,female,white,None,small,no,no,no,2019-01-10,111,no,yes,no,yes,yes,Not available to foster
31429,Cappuchino,foster home,3,baby,mkV5qmdcZ9OCVcS,dog,Mixed Breed,None,male,black,brown,medium,no,yes,no,2019-01-05,116,no,yes,no,yes,yes,Not available to foster
31430,Wow Wow,shelter,3,baby,2waV7FxcHNBHacS,dog,Mixed Breed,Mixed Breed,female,black,brown,medium,no,no,yes,2019-03-06,56,no,no,no,yes,yes,Available to foster
31431,BLU,foster home,2,baby,SIl7ZtPvBwYhNzK,dog,Mixed Breed,None,female,brown,None,medium,no,yes,no,2019-04-26,5,no,no,no,yes,no,Not available to foster
31432,Tuna,home,4,baby,mQpkWNG0PMuwSNP,cat,Tabby,Domestic Short Hair,male,brown,gray,medium,no,yes,yes,2019-03-29,33,no,no,no,yes,no,Adopted
31433,Jackie,foster home,18,young,YBjy0MIrGwIqkI1,dog,Shih Tzu,None,male,brown,cream,small,yes,yes,yes,2019-02-08,82,no,yes,yes,yes,yes,Not available to foster
31434,Tiger,shelter,4,baby,uyISZRq9ojEVXi0,cat,Tabby,Domestic Short Hair,male,brown,cream,medium,no,no,yes,2019-04-05,26,no,no,yes,yes,yes,Available to foster
31435,Kuku,foster home,1,baby,cmq6FyI0n6UOPwQ,cat,Domestic Short Hair,None,male,yellow,white,small,no,no,no,2019-02-26,64,no,yes,no,yes,no,Not available to foster
31436,Beauty,foster home,24,young,CxkYmCyAPeZe76C,cat,Domestic Long Hair,None,female,black,yellow,medium,no,no,yes,2019-04-16,15,no,yes,no,yes,no,Not available to foster
31437,Tiger,foster home,8,young,sOQomRKcMN4MSUD,cat,Domestic Short Hair,None,male,golden,None,medium,yes,no,yes,2019-04-26,5,no,no,no,yes,yes,Not available to foster
31438,Barry,home,24,young,pc9dEOOSQSK8x9v,dog,Mixed Breed,Mixed Breed,female,brown,white,large,no,no,no,2019-03-25,37,no,no,no,yes,no,Adopted
31439,Poli,home,3,baby,fAe6IPEpa1FBe6W,dog,Mixed Breed,Doberman Pinscher,female,black,brown,medium,no,yes,yes,2019-03-24,38,no,yes,no,no,yes,Adopted
31440,Booncit,home,18,young,z4WlBXqVkNUtitN,cat,Domestic Short Hair,None,male,brown,white,large,yes,yes,yes,2019-01-27,94,no,no,no,yes,no,Adopted
31441,Oscar,foster home,4,baby,uAsFqvMDDoP6WVE,cat,Domestic Short Hair,None,male,black,white,medium,no,yes,yes,2019-03-17,45,no,yes,yes,yes,no,Not available to foster
31442,Fat Girl,shelter,2,baby,Dy60TkYUsGhTldQ,dog,Mixed Breed,None,female,yellow,None,medium,no,no,no,2019-04-28,3,no,no,no,yes,yes,Available to foster
31443,Countess,shelter,2,baby,VEgYfdqCl1IaHIQ,dog,Mixed Breed,None,female,black,None,medium,no,no,no,2019-02-02,88,no,yes,yes,yes,no,Available to foster
31444,Tatam,foster home,3,baby,ul2OwNIEfI7Bjq7,cat,Domestic Short Hair,Persian,male,black,None,large,no,no,yes,2019-01-12,109,no,no,no,yes,yes,Not available to foster
31445,Lucky Paws,shelter,2,baby,ycgCl86vZrF7ult,cat,Domestic Short Hair,None,male,golden,cream,medium,no,yes,yes,2019-01-26,95,no,yes,no,yes,yes,Pending
31446,Bruno Boy,foster home,2,baby,tvF20YCZMfveJDj,dog,Mixed Breed,Mixed Breed,male,black,brown,medium,no,no,yes,2019-04-12,19,no,yes,no,no,no,Not available to foster
31447,Geebell,shelter,2,baby,457fjsHu6tWgWYC,cat,Domestic Long Hair,None,female,black,gray,large,yes,yes,yes,2019-02-02,88,no,no,yes,yes,yes,Available to foster
31448,Lilo,shelter,3,baby,GYJA6LpypbNWXGG,cat,Domestic Medium Hair,None,male,brown,cream,small,yes,no,yes,2019-01-19,102,no,no,yes,yes,no,Pending
31449,BushyTail,foster home,1,baby,craaJ7MBj9gndch,cat,Domestic Short Hair,None,male,golden,cream,medium,no,no,yes,2019-04-14,17,no,no,yes,yes,yes,Not available to foster
31450,Soufian,foster home,15,young,ZB5Vv3uofYzPvw9,cat,Tuxedo,None,male,black,white,medium,no,yes,no,2019-01-03,118,no,yes,yes,yes,no,Not available to foster
31451,Nova,shelter,2,baby,JygSSLBRVzQu5w9,dog,Mixed Breed,None,male,black,brown,medium,no,no,no,2019-04-01,30,behavioral,no,no,yes,no,Pending
