animalId,animalName,location,age,ageStatus,microchipId,species,breed1,breed2,sex,color1,color2,size,sterilized,vaccinated,houseTrained,registrationDate,shelterTenure,specialNeeds,goodWithDogs,goodWithCats,goodWithOther,goodWithChildren,fosterStatus,shelterId,description
31448,Lilo,shelter,3,baby,GYJA6LpypbNWXGG,cat,Domestic Medium Hair,None,male,brown,cream,small,yes,no,yes,2019-01-19,102,no,no,yes,yes,no,Pending,91020,"lilo is about 3 months. he is healthy, active and playful. if u want to adopt him, u will get these items for free! 1) cat's feeder (drinker) 2) 1 bag of frieskies 3) pet carrier 4) half bag of sand please contact me at(nur)-kuantan"
31449,BushyTail,foster home,1,baby,craaJ7MBj9gndch,cat,Domestic Short Hair,None,male,golden,cream,medium,no,no,yes,2019-04-14,17,no,no,yes,yes,yes,Not available to foster,0,"Introducing handsome little BushyTail! ♥ Male kitten, 5 weeks old, white fur with orange patches and hazel eyes (blue is temporary). ♥ Hand-raised from 2 1/2 weeks age (on the bottle) and is SUPER human-loving. :) ♥ Active & frisky boy, LOVES to play but does so in a very gentle manner. A sweet lad and enjoys lap cuddles from his people. Gets along with all people, other cats and dogs. :) ♥ Has been de-wormed (once) and given flea medication. BushyTail is still too young to be vaccinate"
31450,Soufian,foster home,15,young,ZB5Vv3uofYzPvw9,cat,Tuxedo,None,male,black,white,medium,no,yes,no,2019-01-03,118,no,yes,yes,yes,no,Not available to foster,0,"Urgentttttt He is a real Gentleman! Im Student and Also Im working,So I Dont have enough time to keep him :( You can email me , Or call me"
31451,Nova,shelter,2,baby,JygSSLBRVzQu5w9,dog,Mixed Breed,None,male,black,brown,medium,no,no,no,2019-04-01,30,behavioral,no,no,yes,no,Pending,91003,"Together 12 puppies, Nova has been found near my office. We are trying to look for him a lovely home. Anyone who wish to give Nova a home and love, please email to:  ,com or add me to your Msger or MSN Tell us you name, place, and whether u agree the terms and condition which listed below. Terms and Condition: The person who want to adopt the dog 1) Have to neuter the dog."
31452,Black Toy Poodle,home,12,young,KfxOQl50T84WtxR,dog,Poodle,None,male,black,None,small,no,yes,yes,2019-03-06,56,no,yes,no,yes,yes,Adopted,0,Breed : Toy Poodle Age : 1 years old Gender : Male Available Color / Marking : Black MKA : X Microchip : X Price : RM Vaccinated & derwormed
31453,Mia,home,6,baby,c4BXQvLvTVR6x7v,dog,Mixed Breed,None,female,golden,None,medium,yes,yes,yes,2019-02-05,85,no,no,no,yes,yes,Adopted,0,Mia was dumped near a restaurant in taman mayang mas and wasnt welcome there of course. the patrons and restaurant workers were nasty. she long for a home. Mia is sweet natured and a very good guard dog.
31454,Sweetie,shelter,76,senior,lflTgnORgylK03J,dog,Jack Russell Terrier,None,female,brown,white,small,yes,yes,no,2019-01-18,103,no,no,no,yes,no,Pending,91001,Sweetie is energetic and highly intelligent. She is registered with the Malaysian Kennel Association as a certified pedigree. She has learned basic commands and is capable of executing various types of tricks. She loves her daily romp outdoors and the attention from an understanding family. She is a loyal family dog and guards the house very well.
31455,Lab Mix Puppy 2,home,2,baby,O4pNjHhY5sfssUR,dog,Mixed Breed,Labrador Retriever,female,brown,None,medium,no,yes,yes,2019-04-30,1,no,no,yes,yes,no,Adopted,0,"Same puppy as previous posting. This posting is to facilitate the adopter to be entitled for the starter pack, cos posting in a group only entitles one adopter."
31456,Angel,home,12,young,QoQ0VmY6BQ6BTLU,cat,Oriental Short Hair,None,female,gray,white,large,yes,yes,yes,2019-02-24,66,no,yes,no,yes,yes,Adopted,0,"Angel was adopted beside the street.She's a cute lil' angel to us.Fat n chubby too.She likes to have quality time with her owner.Unfortunately, the older cats in my house doesn't like her.All she have left is my bed room to sleep n eat,if not she'll bullied by older cats.I hope to find her a loving n warm home."
31457,Chi,home,8,young,ABXIS5tQvwctXhF,cat,Domestic Short Hair,None,female,black,white,medium,no,yes,no,2019-01-29,92,no,no,no,yes,yes,Adopted,0,"Chi was adopted by a friend from a pet shop, but my friend's child was allergic to cats, so I helped Chi find a new home. Chi's most fascinating place is the pair of eyes that seem to have drawn the eyeliner and are energetic. It is not picky eaters, like to eat broccoli, ribbon or laser pointer is its favorite toy. Whatsapp for more detail."
31458,Brownie,shelter,1,baby,l58bBNsjCTGm7K9,dog,Mixed Breed,None,female,brown,cream,medium,no,no,yes,2019-03-14,48,no,yes,yes,yes,yes,Available to foster,91005,Mongrel type saved from streets
31459,Roxy.,home,24,young,iQohuGfqyeaRR8G,dog,Mixed Breed,Chihuahua,male,cream,None,medium,no,no,yes,2019-04-15,16,no,yes,no,yes,yes,Adopted,0,For Adoption
31460,Prince,shelter,24,young,qcVJNEreOth0AW4,dog,Shih Tzu,None,male,brown,cream,small,no,yes,yes,2019-04-24,7,no,yes,no,yes,no,Available to foster,91015,2years old male Shih Tzu waiting for new home. Looking for ppl that can take good care of him.
31461,Legend,shelter,24,young,1kJVD3mBGPKDDW1,dog,Mixed Breed,None,male,black,cream,small,no,no,yes,2019-03-08,54,no,no,yes,yes,no,Available to foster,91010,He is abandoned and rescued Very docile and quiet
31462,Twenitu,shelter,2,baby,86ZAg4JjdvClqYu,cat,Domestic Short Hair,None,male,gray,white,medium,no,yes,yes,2019-02-02,88,no,yes,no,yes,yes,Pending,91006,"I almost knocked down this kitten yesterday afternoon while driving a car (22-Nov-). I took it and brought this cute kitten to a nearby animal clinic to be examined right away. The doctor confirmed it was a male kitten, between the ages of two months, and after examination, the doctor confirmed it was in healthy condition. Cat flea medication was given. In good faith, our family is unable to care for this kitten because it was too small, moreover, my wife and I work on long day, while the child"
31463,~comot~,home,3,baby,f4lcIsraeCoFDUW,cat,Domestic Medium Hair,Domestic Medium Hair,male,yellow,None,small,no,no,no,2019-02-21,69,no,no,no,yes,no,Adopted,0,suke main.. lincah.. nakal.. manje... sy jmp dia kat tepi longkang ngan mulut bising.. kesian dia.. lapa.. hrp ade yg sudi amik.. dah 2 mggu ngan sy n dah potty/toilet tren dah... cpt blaja.. bgs2.. bg name comot sbb mase jmp dia omot sgt. skrg dah cantik... sory la x reti nak bg nama kat kucing nih.. don't worry.. he very adorable tau.. hope dpt org yg sudi nak jaga dia... hanye utk cat lovers je tau..
31464,Pony: Huge GSD,foster home,120,senior,lxRruusAagb3Ys8,dog,German Shepherd Dog,None,male,black,brown,extra large,no,no,yes,2019-04-20,11,no,yes,yes,yes,yes,Not available to foster,0,Pony was nicknamed due to his large size that resembles a pony. He is about kgs and was abandoned by his owner at a vet after refusing to pay the bill. The vet hopes to rehome Pony to a good home as he is still healthy and is a good dog. Please SMS or email me with details and i will get back to you.
31465,Tinkerbelle,shelter,1,baby,8X6ukclcYx6FXho,dog,Mixed Breed,None,female,cream,None,medium,no,no,yes,2019-03-26,36,no,no,yes,yes,yes,Available to foster,91019,"At a glace, Tinkerbelle look like a pygmy Labrador. Why pygmy? Coz she is even smaller than an iPad! She so tiny that I can just put her in my medium size handbag and go shopping! Tinkerbelle was abandoned at a vet door-step in a paper bag in the middle of the night. She was cover with fleas and a wound that has maggots crawling out of it. And she was just barely 2 weeks old! Fortunately, the kind vet heal her and she has a clean bill for health. The wound has been reduce to a bold patch and fu"
31466,Lisa,shelter,3,baby,EJ4tY3yhVITRCWt,dog,Mixed Breed,Collie,female,black,brown,large,no,yes,yes,2019-01-22,99,no,no,no,yes,no,Available to foster,91022,She is a smart and obedient puppy. No caging or tying for long hours except for precautionary purposes. Commitment to spay her is compulsory Interested to adopt pls call Amy 
31467,Pikin Cat,home,2,baby,xnToc0KTYus77op,cat,Domestic Short Hair,None,female,white,None,medium,no,yes,yes,2019-02-16,74,no,no,no,yes,yes,Adopted,0,"Super cute, all white female. will pay for spaying once 6 months. prefer ppl with experience or looking for second/third cat. serious adopters only. whatsapp me :) i'm in klang. will bring kitten over if not too far"
31468,Tiramisu,shelter,6,baby,2VkO6iUWe3PW7jr,cat,Domestic Short Hair,None,female,cream,white,small,yes,yes,no,2019-02-03,87,no,no,no,yes,yes,Available to foster,91010,"This is Tiramisu. 5 mths pretty girl. could be a little shy at first, but once she knows you, she will be very manja. good as a single cat. Very Manja, friendly, loves company from cats and human. good with dogs (friendly and calm dogs) , loves to follow around. Try her if you like her Please call for more info."
31469,Hercules,foster home,3,baby,XGtiW7kADhWc5bY,dog,Mixed Breed,Mixed Breed,male,black,None,medium,no,no,yes,2019-02-28,62,no,yes,no,yes,yes,Not available to foster,0,"A litter of pups were found in a pipeline & busy street. Our rescuer fearing they may be crushed just had to save them. They are frightened and hoping for a Tender, Loving, Care home.. Please call or. A must see"
31470,No name,shelter,3,baby,gvQFBONZVLRLIZJ,dog,Mixed Breed,None,female,cream,None,medium,no,no,yes,2019-02-09,81,no,yes,yes,yes,yes,Available to foster,91009,A cute cream puppy was left outside my office. It should be a 3 to 4 months old female cream/beige puppy weighing at around 2 to 3 kg. I hope an animal lover can help to adopt her and give her a nice lovely home. My office is located at Jalan Ah Siang near CIQ.
31471,Sara,foster home,36,adult,JJCdPvkjfrmnsh0,dog,Poodle,Mixed Breed,female,cream,None,small,yes,yes,no,2019-02-17,73,no,no,yes,yes,no,Not available to foster,0,"Quiet, obedient and well behaved dog. She doesn't bite or chew things. Do not bark unless provoked or felt threatened. Sadly, I have to give her up as I am relocating. Really hope to find a loving and caring new owner for her."
31472,Marmalade,home,24,young,H0KEnlgwsTbQ9bX,dog,Mixed Breed,None,female,golden,None,medium,yes,yes,yes,2019-01-24,97,no,yes,yes,yes,yes,Adopted,0,"Marmalade is a beautiful stray rescued in July from Damansara Jaya after she gave birth to three pups (see Rufus, Tito and Shelby). She is smart, calm and knows how to go to the drain to poo. However, she is extremely shy with people. She will be very happy if there are other dogs around. Looking for a patient loving owner who is willing to give her time to come out of her shell. Please give her a chance."
31473,Victor,foster home,5,baby,wtUWldO9vUP0dfr,dog,Spitz,Mixed Breed,male,black,brown,medium,no,no,yes,2019-02-04,86,no,yes,no,no,no,Not available to foster,0,Victor is a handsome spitz cross. He was rescued from the pound in February with a few others. His name was given after he emerged victorious from the jaws of death and fended off a canine disease. He has recovered fully and now looking for a loving home. He is playful but shy and well-behaved. Please give him the love that he deserves.
31474,Mama Siam,home,18,young,kA1k5Fk1dBBaO5I,cat,Domestic Short Hair,Siamese,female,brown,white,large,no,no,yes,2019-01-22,99,no,yes,no,yes,no,Adopted,0,sgt manj...mata biru..
31475,Gisele,home,2,baby,tpFt9CnBGdgHwXG,dog,Mixed Breed,None,female,black,yellow,medium,no,no,yes,2019-05-01,0,no,yes,yes,yes,yes,Adopted,0,"Puppy Gisele is one of 4 lovely puppies who were born on the territory of Embassy. Gisele is very kind and sweet puppy, yet very very alert one. As well she is toilet trained and already can take solid food. Little Puppy is waiting to be adopted by responsible pet lovers. Vaccinations is compulsory. No Cage Confinement. Please contact: tel:-;"
31476,No name,foster home,4,baby,82pRBP3VDuR5NHK,cat,Domestic Short Hair,None,male,black,brown,small,no,no,yes,2019-01-18,103,no,no,no,no,yes,Not available to foster,0,Found this cat at kepong area. You may call me at
31477,Prince,home,1,baby,4gV8bS5MNmqDw2Z,cat,Domestic Short Hair,Tuxedo,male,black,gray,medium,no,no,no,2019-03-24,38,no,yes,no,yes,no,Adopted,0,"Introducing Prince: •5 weeks old, male, handsome tuxedo boy with a short 'bunny-tail'. •Has a very soft personality and prefers cuddling more compared to playing. •Prince is a 'follower' and will tag along wherever you go. Very dependent and needs constant attention. •Current diet is Royal Canin Babycat. Prince has already been de-wormed and de-flead. Please drop me an e-mail or call if interested. Details about your past experience with cats will be much appreciated. Thank you!"
31478,No name,foster home,3,baby,WGV955eOZYEygCg,cat,Domestic Medium Hair,None,female,black,brown,medium,no,yes,yes,2019-04-27,4,no,yes,yes,yes,no,Not available to foster,0,"She is Juno, she was found in a mall parking lot. She was drinking from oil filled water spots and begging for food from stalls. She was always alone. It was such a pity for a little kitty like her and the danger of being run over was always there. I thought proving clean water & food would suffice, but I just couldn't leave her there. After a couple of days, took her back home and got her to the vet. Got her examined, especially her eye. The vet advised it could be self trauma or an accident t"
31479,Unknown,shelter,0,baby,AcBGmRWasVCaLjS,dog,Mixed Breed,None,male,cream,white,medium,no,no,no,2019-03-04,58,no,yes,no,yes,yes,Available to foster,91009,nan
31480,Bella,shelter,4,baby,BwqJBYBdkAZX5fQ,cat,Domestic Medium Hair,None,female,brown,gray,small,no,no,yes,2019-04-20,11,no,no,yes,yes,no,Available to foster,91022,"Loves to play chase. Very active, rarely sleeps. Help bella to find a new home 😊"
31481,No name,shelter,2,baby,MT5J1TliygaYgAf,dog,Mixed Breed,None,female,black,None,medium,no,no,yes,2019-04-09,22,no,yes,no,yes,no,Pending,91012,Can someone pls adopt this cute puppy? All her brother & sisters has been adopted and she was the only one left.
31482,Fa,shelter,5,baby,DGsBiUzugEX24zK,cat,Oriental Short Hair,Oriental Tabby,male,brown,white,medium,yes,yes,yes,2019-04-30,1,no,yes,yes,yes,no,Available to foster,91001,Playful well behaved litter trained soft meow loves cuddles and will give his lucky owner kisses!
31483,COCO,shelter,48,adult,aBRysawvEa460c6,dog,Mixed Breed,None,female,brown,white,medium,no,yes,yes,2019-03-29,33,no,yes,yes,no,yes,Available to foster,91001,"Name: COCO Breed: Mixed breed Gender: Female Age: 4yrs old (approximate) Color: White with brown spot Size: Medium Coat: Short Vaccination: Yes De-worm: Yes Health: Excellent Location: Bukit Mertajam Training: Home trained She is a very obedient dog and able to follow basic commands such as “come”, “in”, “out”, “sit”, “down”, “stay”, “wee-wee”, “poo-poo” etc. An excellent watch dog and had been trained NOT to step out of the house compound even when the gate is w"
31484,Sugar,shelter,5,baby,gYeFarIJqkzDBAN,cat,Calico,Domestic Medium Hair,female,golden,gray,medium,no,no,no,2019-04-16,15,no,no,no,no,no,Available to foster,91021,"Friendly and playful. Domesticated, will use litter if available. Stay indoors most of the time. Need to find a home as soon as possible."
31485,Rezo,home,48,adult,Hr6gZD76F1NdzPh,dog,Schnauzer,None,male,cream,white,small,yes,yes,yes,2019-03-22,40,no,no,yes,yes,yes,Adopted,0,Dog with slight skin issue. Need constant grooming. Regular walk and exercise recommended. To stay indoor. Love to be in company of human.
31486,Daisy,foster home,2,baby,eNmpRYPuhYd3fIU,cat,Persian,Domestic Long Hair,female,gray,None,small,no,no,yes,2019-01-28,93,no,yes,no,yes,no,Not available to foster,0,"We found Daisy near a supermarket.She is very playful and potty trained.We are looking for a ""loving"" and ""responsible"" and ""experience"" owner for lil Daisy here. If interested please whatsapp or call: Sharifah: Syazwanie:"
31487,Blackwhite Kitten,home,1,baby,a4Cr53UYTYfVSvD,cat,Domestic Short Hair,Domestic Short Hair,female,black,None,medium,no,no,yes,2019-04-19,12,no,yes,no,yes,yes,Adopted,0,Kitten rescued by my sis Jane. Gender not sure. Feeding kibble and chicken. Toilet trained. Please contact me at or Jane at if you can provide forever loving home for her/him
31488,Caely,home,3,baby,W3DE68zWxXLNJSg,dog,Mixed Breed,None,female,brown,None,medium,no,yes,yes,2019-02-26,64,no,no,yes,yes,no,Adopted,0,Ready for adoption !! Kindly contact us if interested in adopting !!
31489,Rocco,shelter,55,adult,qkjjTIcjCW6rMOW,dog,Beagle,None,male,black,yellow,medium,yes,yes,no,2019-02-27,63,no,yes,yes,no,yes,Available to foster,91002,"Rocco is an adorable beagle. My wife bought her to me 4 years ago, almost when we just arrived. Rocco loves to be among people, she's very playful and excellent to get along with cats since she has grown up with couple of them. Unfortunately I'm moving and I cannot bring her with me. It's really heartbreaking but I have no choice. Rocco is partially trained, understands ""sit"", ""stay"" & ""down"". Always at night we go out to take a short walk and play for a bit ( min) and then I feed her."
31490,Maxine,foster home,8,young,Ddj6HBAv8XQ0Ep1,cat,Domestic Medium Hair,Tabby,female,black,brown,medium,no,yes,yes,2019-02-07,83,no,no,yes,yes,no,Not available to foster,0,"Maxine was 4 months old when I rescued her from the streets. She had ear mites and skin infection but she has since been cured of these. Today, she is a healthy and very lovable little girl and current in foster care at my friend's place. She is a gentle, fun and loving little girl and will bring lots of fun to family with young children."
31491,Missy,home,2,baby,4rt9ERoWgyhoZtP,cat,Domestic Short Hair,None,female,gray,None,medium,no,no,yes,2019-03-14,48,no,no,no,no,yes,Adopted,0,"Very cute, tame and loves food."
31492,Rescued And Rehabilitated Kitten Kisa,foster home,3,baby,rFum6ukYFRn7f9j,cat,Domestic Short Hair,None,female,black,gray,medium,no,no,yes,2019-02-10,80,no,yes,no,yes,yes,Not available to foster,0,"we had found Kisa lying at an apartment door, one ordinary afternoon. she was barely conscious, clearly dehydrated, her leg showing an awful injury - the result of an attack by an older cat, most probably. her mother was nowhere to be seen, although her siblings were around. immediately, we procured a car to get her to the vet's. her wounds were treated; because they got infectious, she was prescribed antibiotics. we took her in and slowly got her back to strength. now she is ready to find her "
31493,Zone A2 P18,foster home,6,baby,xPS8ahqt6gBiUlI,dog,Mixed Breed,None,male,brown,white,small,no,yes,no,2019-03-29,33,no,yes,yes,yes,no,Not available to foster,0,I need a new home!! Contact Furry Friends Farm if you want to adopt me.
31494,Toffee,shelter,6,baby,m4h3RrnTwEfDOdO,dog,Poodle,Mixed Breed,male,brown,None,small,no,no,yes,2019-01-28,93,no,no,no,yes,yes,Available to foster,91011,Mixed breed poodle looking for home.
31495,Ladybug,shelter,3,baby,SOlgbuOmn6s3VdG,dog,Labrador Retriever,Mixed Breed,female,brown,None,medium,no,no,yes,2019-04-07,24,no,yes,yes,yes,no,Available to foster,91018,Lovely puppy looking for a home sweet home. Commitment to spay is compulsory. If u are intetested to adopt pls contact Rachel
31496,Tim,shelter,3,baby,1rIa2Vi8VidWHFE,cat,Persian,Domestic Long Hair,male,golden,white,large,no,no,yes,2019-02-24,66,no,no,no,yes,yes,Available to foster,91008,"Playful, active, cute and good boy"
31497,Wen Wen,foster home,1,baby,ue25FHI9XNxZ75a,dog,Mixed Breed,None,female,black,white,medium,no,no,yes,2019-03-23,39,no,no,no,yes,yes,Not available to foster,0,The puppy is currently taking shelter at SPCA Seberang Perai. Anyone interested to adopt her may contact us via email or visit our website at
31498,GOLDEN,foster home,24,young,Ln7A50vxrzwfG34,dog,Mixed Breed,Labrador Retriever,male,cream,None,medium,no,no,no,2019-02-04,86,no,yes,no,yes,yes,Not available to foster,0,"Thank you everyone for your interest to foster and adopt GOLDEN. He is now adopted by a family from Batu Pahat. Once again, thank you very much! :)"
31499,Tom,shelter,12,young,8pqMJKgFja7VTSf,dog,Mixed Breed,None,male,black,None,medium,no,yes,yes,2019-01-16,105,no,yes,no,yes,no,Available to foster,91017,"Mother dog gave birth in the drain in front of my house last year Sept. I take them in and spayed the mother. 2 puppy died on accident. 1 puppy adopted. Now, he alone left for adoption. I am moving out end of this month so I looking for a new home and family for him. Location: Sg Long/Mahkota Cheras. Pls contact me at if interested. Thx."
31500,Black Beauty,shelter,2,baby,41JVmRtPjMG0kUJ,dog,Mixed Breed,None,female,black,None,medium,no,no,no,2019-01-09,112,no,yes,no,yes,yes,Pending,91010,"This Black Beauty is currently up for adoption. She was found wondering on the streets at Riffle Range, alone. A pup her size just would not survive long on the streets so please help give her a chance to go to a loving home. For more details on Black Beauty, please contact."
31501,Estelle,home,10,young,t0KTwi1xO1b7IKW,cat,Domestic Long Hair,None,female,brown,yellow,small,yes,yes,yes,2019-01-14,107,no,yes,no,yes,no,Adopted,0,"Estelle is a wobbly kitten.. she is adorable.. gets along well with all cats. She doesnt leave your house. Gentle sweet kitten that loves to follow you around. She is vacinated, dewormed and spayed."
31502,Lucy,foster home,3,baby,0nZrz4xCOZjMQdn,cat,Bengal,None,male,brown,white,medium,no,no,yes,2019-03-25,37,no,yes,yes,yes,yes,Not available to foster,0,"Very playful.. I'll provide little box, food plate,water pot. Toilet trained. Food habit - boiled fish, cat food."
31503,(Urgent) Cross-eyed,home,8,young,O6RJaiSfC09nnSk,cat,Siamese,Domestic Short Hair,male,black,white,medium,yes,yes,yes,2019-01-08,113,no,yes,yes,yes,no,Adopted,0,"(Urgent) This boy lives in the garage of my condo. I regularly catch the strays living around to neuter and vaccinate them. I did so with that boy last week. He is neutered and got his first vaccine shot. I am keeping him at home the time for him to heal properly. He is born in that garage, from a mix-siamese mum. His siblings disappeared but he stayed along with his mum. He has a really gentle nature so the other cats are bullying him. It turns out that he is really shy but loves being pet. Wi"
31504,Orange,foster home,1,baby,4Ib239bCLEev04n,cat,Domestic Short Hair,None,male,golden,white,small,no,no,no,2019-04-20,11,no,yes,no,yes,yes,Not available to foster,0,"It's small, cute kitten which is looking for sweet and lovely home. I'd found it on street 1 week ago, but I can't keep it at my house because I already have big cat, and my cat try to fight with kitten. The kitten loves to drink milk and eat liquid cats food."
31505,Buk Buk,shelter,147,senior,3NmKE2SsjeMOpEY,cat,Siamese,None,female,brown,cream,large,yes,yes,yes,2019-01-14,107,no,no,no,yes,no,Available to foster,91023,Very affectionate Siamese Cat needs a new home. Owner moving to condominium that doesn't allow pets.
31506,Jacky,home,96,senior,YOJVuD6gm4YH58C,dog,Jack Russell Terrier,None,male,black,white,medium,yes,yes,yes,2019-02-25,65,no,yes,yes,yes,no,Adopted,0,"Very friendly, sociable. Adopted from friend in Singapore but now travelling often so can't take care of him. Need caring and loving owner."
31507,A Pup That Knows Sit-stay Command,shelter,3,baby,edBMkoqKBqrU1ah,dog,Mixed Breed,None,female,black,brown,medium,no,no,yes,2019-03-04,58,no,no,yes,yes,yes,Available to foster,91008,"Cookie was adopted by a loving caring mother of 2, Sue Ann. I was touched by the genuine heart that Sue Ann had, she bought collar, treats, leash for Cookie. Although she is a new dog owner but she had sought advice from friends and research on her own. I am thankful to God for such a loving person like Sue Ann. This is a puppy I rescued in Seremban 2. She is really smart, though has not attended any dog training courses, she can sit still, stay still for quite a long while. There is a video cl"
31508,Kevin,foster home,4,baby,NtTfYAlLhhhy5OI,cat,Domestic Short Hair,None,female,black,brown,small,no,no,yes,2019-03-23,39,no,yes,yes,yes,yes,Not available to foster,0,very loving kitten and loves to eat :D
31509,GOLD,foster home,2,baby,CcWiHvhPdlgcj30,cat,Domestic Medium Hair,None,female,black,yellow,large,no,no,yes,2019-01-15,106,no,yes,no,yes,yes,Not available to foster,0,GOLD lahir pada / di kedai runcit. Saya selamatkan dia dan yang lain sbb ada manusia yang asingkan dia dari ibunya. Biarkan mereka di dalam kotak dan diletak di bawah pokok. GOLD sgt playfull. Antara yang paling besar dan gemuk. Yang paling nakal dan aktif. Adoption fee RM adalah untuk neuter si ibu yang saya panggil LENLOY. Selebihnya saya akan tanggung. Seperti vaksin dan penjagaan sebelum dan selepas neuter. Harap ada yang sudi untuk adopt si comel ni. Tiada istilah BOOKING. Hanya terbuka pa
31510,Mickey,home,120,senior,hmkXyCiNyjh8b9S,cat,Siamese,Oriental Short Hair,female,brown,gray,small,yes,yes,yes,2019-01-05,116,no,no,yes,yes,no,Adopted,0,"Mickey is a beautiful,loving & sensitive cat. Personality like siamese. She is our first cat and 10 years old now.She is able to go for walks with me. She prefers a relaxed environment . No kids.(Due to age she's more docile). Good for chill people.She has a cute pom kinky tail. very clean. Its very sad for us to give her away but due to our finances and time, we no longer have the ability to keep her. We hope that whoever adopts her will also get the love and joy she gave us."
31511,Doggie R22,shelter,5,baby,t0ZHjK5mAgdTq6I,dog,Mixed Breed,None,female,black,white,medium,no,yes,no,2019-02-08,82,no,yes,no,yes,no,Pending,91021,Female-5 mths+. Fully vaccinated and dewormed. Owner is seeking an animal lover to give her a good home. Open for Malaysian citizen only. Kindly whatsapp ir SMS to me at if u are interested to adopt. 🙏
31512,CHOCOLATE,foster home,1,baby,uxtNRaXsa1aCmgy,dog,Mixed Breed,None,female,brown,None,medium,no,no,yes,2019-01-25,96,no,yes,yes,yes,yes,Not available to foster,0,"CHOCOLATE was found having a small maggot wound on the left shoulder, suspected bitten by the sibling. She was immediate sent to a vet for check up and treatment was given. She will start a vaccination 2 weeks later and the prognosis for the wound is good. Pls give her a home."
31513,Marley,shelter,36,adult,6lqNTiCBkxxPNg9,dog,Poodle,None,male,black,gray,small,yes,yes,yes,2019-04-22,9,behavioral,no,yes,yes,no,Pending,91022,"Found this precious guy at the PAWS shelter in Subang. Marley is a sweet, easy-going dog. He is neutered, dewormed and vaccinated. Seems to be a mini poodle; was quite furry when we got him. He could be a mixed dog, as he is smaller than other poodles, roughly the size of a full-grown shih tzu. To ensure he grows back a healthy coat, we shaved him. Now, his coat is growing back. Unlike most poodle breeds, Marley doesn't get yippy often. He loves to go for long walks and is outdoor potty trained"
31514,MengMeng èè,home,4,baby,Q3b17roJQeFXLLF,cat,Domestic Short Hair,None,female,yellow,white,medium,no,yes,yes,2019-01-20,101,no,yes,no,yes,yes,Adopted,0,"To apply for adoption, please kindly fill in the form thank you :) - Remember my friend – ADOPT, DON’T BUY! Keep in mind that a pet is a LIFETIME commitment. Adoption fee includes the expenses of BASIC medical care of the animal : deworming + neutering + full vaccinations. 想申请领养的朋友，欢迎填写领养申请表格 :) - 杜绝繁殖，领养，不购买! 谨记，宠物是一辈子的责任，领养不弃养。 领养费用包括 猫咪的结扎费用 + 去虫 + 打预防针�"
31515,Luna Lovegood,home,4,baby,AxUQQFPNUlCFuzf,cat,Domestic Short Hair,None,female,white,None,medium,no,no,yes,2019-01-03,118,no,yes,yes,yes,yes,Adopted,0,"luna is a very tame,adorable cats.she love to be pampered..i just starting my new job which require me to travel a lot n need to go for outstation.therefore i don have an ample time to be with her..i do hope she will have a very very good owner who can pamper her very well."
31516,Tiger,home,4,baby,2dbJQNjecuQ7MaB,cat,Tabby,None,male,gray,None,small,no,no,yes,2019-04-12,19,no,no,no,yes,yes,Adopted,0,"Although I named him ""Tiger"" but he is a very gentle cat. Playful and quiet. Please whatsapp or call me if you are interested to adopt him. Location : Bandar Mahkota Cheras UPDATE : Dewormed on 20th Nov"
31517,Rosie,shelter,1,baby,xTvpYSLLWfAEzVS,dog,Mixed Breed,None,female,black,brown,medium,no,no,yes,2019-01-10,111,no,no,yes,yes,yes,Available to foster,91016,I am lovely and smart. Looking for a forever home. If u are interested to gv me a home. Pls contact 
31518,Vodka,shelter,2,baby,JkRSURcNvBXXLro,dog,Mixed Breed,None,male,brown,white,medium,no,no,yes,2019-02-28,62,no,no,yes,yes,yes,Available to foster,91004,"We found this puppy and decided to keep it. However, due to our hectic lifestyle we decided that couldn't cope with yet another animal at home as we already had 2 dominant cats at home. Vodka is a active and friendly pup. Hopefully someone can give it a well deserved home."
31519,URGENT:Handsome Dog Needs A Home,foster home,12,young,6mJovGNhcK2x0l4,dog,Mixed Breed,None,male,brown,None,medium,no,no,no,2019-02-23,67,no,yes,yes,yes,yes,Not available to foster,0,"This handsome young male dog was found near Kelana Jaya FAM in SS3 on Dec . He was rescued by a kind Samaritan who saw a group of kids assaulting the dog. Good natured fella, we believe he is a lost dog. Understand basic commands. Can't find his owner and rescuer cant find keep him for long. He urgently needs a fosterer or adopter this festive season. Please spread the word and help this boy. Many thanks."
31520,Puppy 1,shelter,2,baby,B2kyya1CmuNr0vL,dog,Mixed Breed,None,male,black,brown,medium,no,no,yes,2019-01-01,120,no,no,yes,no,yes,Pending,91013,"Adopters must vaccinate,neuter and keep puppy indoors/fenced. Call/whatsapp: One Petz 2-1-20 One Square, Tingkat Mahsuri 1, Bayan Lepas, Penang."
31521,Panther,shelter,6,baby,C5hbvuTGpWzb7Ev,cat,Domestic Short Hair,None,male,black,None,medium,no,yes,yes,2019-04-01,30,no,yes,no,yes,yes,Available to foster,91001,#NAME?
